4e-10	-6.53267e-003
8e-10	-6.53267e-003
1.2e-09	-6.53267e-003
1.6e-09	-6.53267e-003
2e-09	-6.53267e-003
2.4e-09	-6.53267e-003
2.8000000000000003e-09	-6.53267e-003
3.2e-09	-1.45729e-002
3.6e-09	-1.45729e-002
4e-09	-1.45729e-002
4.4000000000000005e-09	-1.45729e-002
4.8e-09	-6.53267e-003
5.2e-09	-6.53267e-003
5.6000000000000005e-09	-1.45729e-002
6e-09	-1.45729e-002
6.4e-09	-1.45729e-002
6.8000000000000005e-09	-1.45729e-002
7.2e-09	-1.45729e-002
7.6e-09	-6.53267e-003
8e-09	-6.53267e-003
8.4e-09	-6.53267e-003
8.800000000000001e-09	-6.53267e-003
9.2e-09	-6.53267e-003
9.6e-09	-6.53267e-003
1e-08	-6.53267e-003
1.04e-08	-6.53267e-003
1.08e-08	-6.53267e-003
1.1200000000000001e-08	-6.53267e-003
1.16e-08	-6.53267e-003
1.2e-08	-6.53267e-003
1.24e-08	-6.53267e-003
1.28e-08	-6.53267e-003
1.32e-08	-6.53267e-003
1.3600000000000001e-08	-6.53267e-003
1.4000000000000001e-08	-6.53267e-003
1.44e-08	-6.53267e-003
1.48e-08	-6.53267e-003
1.52e-08	-6.53267e-003
1.56e-08	-6.53267e-003
1.6e-08	-6.53267e-003
1.64e-08	-6.53267e-003
1.68e-08	-6.53267e-003
1.7200000000000002e-08	-6.53267e-003
1.7600000000000002e-08	-6.53267e-003
1.8e-08	-6.53267e-003
1.84e-08	-6.53267e-003
1.88e-08	-1.45729e-002
1.92e-08	-1.45729e-002
1.96e-08	-1.45729e-002
2e-08	-6.53267e-003
2.04e-08	-6.53267e-003
2.08e-08	-6.53267e-003
2.12e-08	-6.53267e-003
2.16e-08	-6.53267e-003
2.2000000000000002e-08	-6.53267e-003
2.2400000000000002e-08	-6.53267e-003
2.2800000000000002e-08	-6.53267e-003
2.32e-08	-1.45729e-002
2.36e-08	-6.53267e-003
2.4e-08	-6.53267e-003
2.44e-08	-6.53267e-003
2.48e-08	-6.53267e-003
2.52e-08	-6.53267e-003
2.56e-08	-6.53267e-003
2.6e-08	-6.53267e-003
2.64e-08	-6.53267e-003
